All-Words,end,filename,n-gram,start,classtype
Baron,0,./markedupfiles/289.txt,1,0,False
Kinnock,1,./markedupfiles/289.txt,1,1,False
Lords,3,./markedupfiles/289.txt,1,3,False
Former,5,./markedupfiles/289.txt,1,5,False
Labour,6,./markedupfiles/289.txt,1,6,False
Neil,8,./markedupfiles/289.txt,1,8,False
Kinnock,9,./markedupfiles/289.txt,1,9,False
House,22,./markedupfiles/289.txt,1,22,False
Lords,24,./markedupfiles/289.txt,1,24,False
Baron,29,./markedupfiles/289.txt,1,29,False
Kinnock,30,./markedupfiles/289.txt,1,30,False
Bedwellty,32,./markedupfiles/289.txt,1,32,False
Lord,38,./markedupfiles/289.txt,1,38,False
Kinnock,39,./markedupfiles/289.txt,1,39,False
Labour,43,./markedupfiles/289.txt,1,43,False
Britains,54,./markedupfiles/289.txt,1,54,False
House,62,./markedupfiles/289.txt,1,62,False
Lords,64,./markedupfiles/289.txt,1,64,False
Upper,72,./markedupfiles/289.txt,1,72,False
House,73,./markedupfiles/289.txt,1,73,False
House,94,./markedupfiles/289.txt,1,94,False
Lords,96,./markedupfiles/289.txt,1,96,False
During,140,./markedupfiles/289.txt,1,140,False
Upper,145,./markedupfiles/289.txt,1,145,False
House,146,./markedupfiles/289.txt,1,146,False
Lord,147,./markedupfiles/289.txt,1,147,False
Kinnock,148,./markedupfiles/289.txt,1,148,False
Lords,152,./markedupfiles/289.txt,1,152,False
Leader,153,./markedupfiles/289.txt,1,153,False
Baroness,154,./markedupfiles/289.txt,1,154,False
Amos,155,./markedupfiles/289.txt,1,155,False
Baroness,157,./markedupfiles/289.txt,1,157,False
Royall,158,./markedupfiles/289.txt,1,158,False
Blaisdon,160,./markedupfiles/289.txt,1,160,False
Lord,177,./markedupfiles/289.txt,1,177,False
Kinnock,178,./markedupfiles/289.txt,1,178,False
Wales,190,./markedupfiles/289.txt,1,190,False
Born,192,./markedupfiles/289.txt,1,192,False
Tredegar,196,./markedupfiles/289.txt,1,196,False
Lewis,206,./markedupfiles/289.txt,1,206,True
Boys,207,./markedupfiles/289.txt,1,207,False
School,208,./markedupfiles/289.txt,1,208,False
Pengam,211,./markedupfiles/289.txt,1,211,False
Eton,216,./markedupfiles/289.txt,1,216,False
From,220,./markedupfiles/289.txt,1,220,False
Cardiff,225,./markedupfiles/289.txt,1,225,False
University,226,./markedupfiles/289.txt,1,226,False
Glenys,233,./markedupfiles/289.txt,1,233,True
Labour,236,./markedupfiles/289.txt,1,236,False
MEP,237,./markedupfiles/289.txt,1,237,False
After,238,./markedupfiles/289.txt,1,238,False
Workers,247,./markedupfiles/289.txt,1,247,False
Educational,248,./markedupfiles/289.txt,1,248,False
Association,249,./markedupfiles/289.txt,1,249,False
Bedwellty,265,./markedupfiles/289.txt,1,265,False
Labour,280,./markedupfiles/289.txt,1,280,False
James,294,./markedupfiles/289.txt,1,294,False
Callaghans,295,./markedupfiles/289.txt,1,295,False
But,297,./markedupfiles/289.txt,1,297,False
Labours,307,./markedupfiles/289.txt,1,307,False
Militant,322,./markedupfiles/289.txt,1,322,False
Tendency,323,./markedupfiles/289.txt,1,323,False
Margaret,347,./markedupfiles/289.txt,1,347,False
Thatcher,348,./markedupfiles/289.txt,1,348,False
John,365,./markedupfiles/289.txt,1,365,False
Major,366,./markedupfiles/289.txt,1,366,False
European,381,./markedupfiles/289.txt,1,381,False
Four,385,./markedupfiles/289.txt,1,385,False
European,393,./markedupfiles/289.txt,1,393,False
Commission,394,./markedupfiles/289.txt,1,394,False
Lord,406,./markedupfiles/289.txt,1,406,False
Kinnock,407,./markedupfiles/289.txt,1,407,False
British,415,./markedupfiles/289.txt,1,415,False
Council,416,./markedupfiles/289.txt,1,416,False
UKs,420,./markedupfiles/289.txt,1,420,False
Howard,0,./markedupfiles/262.txt,1,0,True
Blair,2,./markedupfiles/262.txt,1,2,True
Tony,5,./markedupfiles/262.txt,1,5,False
Blairs,6,./markedupfiles/262.txt,1,6,False
Gordon,9,./markedupfiles/262.txt,1,9,False
Brown,10,./markedupfiles/262.txt,1,10,False
Tory,19,./markedupfiles/262.txt,1,19,False
Michael,21,./markedupfiles/262.txt,1,21,False
Howard,22,./markedupfiles/262.txt,1,22,False
Howard,32,./markedupfiles/262.txt,1,32,False
How,34,./markedupfiles/262.txt,1,34,False
That,45,./markedupfiles/262.txt,1,45,False
Tory,55,./markedupfiles/262.txt,1,55,False
But,58,./markedupfiles/262.txt,1,58,False
Blair,60,./markedupfiles/262.txt,1,60,False
Labour,82,./markedupfiles/262.txt,1,82,False
The,122,./markedupfiles/262.txt,1,122,False
Africa,131,./markedupfiles/262.txt,1,131,False
But,137,./markedupfiles/262.txt,1,137,False
Blair,147,./markedupfiles/262.txt,1,147,False
Browns,157,./markedupfiles/262.txt,1,157,True
Britain,158,./markedupfiles/262.txt,1,158,False
Robert,160,./markedupfiles/262.txt,1,160,False
Peston,161,./markedupfiles/262.txt,1,161,False
Blair,174,./markedupfiles/262.txt,1,174,False
November,177,./markedupfiles/262.txt,1,177,False
But,190,./markedupfiles/262.txt,1,190,False
Cabinet,200,./markedupfiles/262.txt,1,200,False
Brown,206,./markedupfiles/262.txt,1,206,False
Pestons,214,./markedupfiles/262.txt,1,214,False
Brown,219,./markedupfiles/262.txt,1,219,False
